法人番号,会社名,都道府県,市区町村,番地,郵便番号,URL,カートシステム
5140001073638,株式会社榎本商会,兵庫県,西宮市,西宮浜３丁目１２番地３,6620934,https://enomoto-shokai.co.jp/,EC不明
5140001074628,株式会社マークスインテリア,兵庫県,西宮市,今津山中町８−１０−１０３,6638211,https://www.marcs.co.jp/brand,EC不明
5140001074743,日本カーライフサービス株式会社,兵庫県,西宮市,中島町３番２６号,6638105,https://www.ncsol.co.jp/,EC不明
5140001101613,株式会社梶本商店,兵庫県,西宮市,鳴尾町３丁目４番１０号,6638184,https://www.kajimotoshoten.com/,EC不明
5140001103411,パーク不動産販売株式会社,兵庫県,西宮市,和上町５番２９−４０２号,6620971,https://www.tateuripark.com/,EC不明
5140001104153,エル・パセオ住宅販売株式会社,兵庫県,西宮市,戸田町２番２１号,6620916,https://www.elpaseo.co.jp/,EC不明
5140001106868,神戸リノベ住宅販売株式会社,兵庫県,西宮市,松原町９番１号,6620912,https://kobe-renove.com/,EC不明
5140001120423,株式会社未来本舗,兵庫県,西宮市,津門大箇町６番３８号,6638243,https://www.wasaku.co.jp/,EC不明
5140001125050,株式会社松本工務店,兵庫県,西宮市,甲子園三番町４番１号,6638173,https://matsumoto-k.co.jp/,EC不明
5140001127716,塚本アセット株式会社,兵庫県,西宮市,松原町２番１１−５０４号,6620912,http://www.asset1.co.jp/,EC不明
5140001131882,加藤菓子ホールディングス株式会社,兵庫県,西宮市,松原町９番２０号,6620912,https://www.katosangyo.co.jp/katokashi-holdings/,EC不明
5140001136634,ウエストアップ株式会社,兵庫県,西宮市,高須町１丁目１番１１−２２１号,6638141,https://www.west-up.co.jp/,EC不明
6120901050902,日本ドアサポート株式会社,兵庫県,西宮市,今津上野町５番１７−１０２号,6638213,https://japandoorsupport.com/,EC不明
6140001003123,株式会社オーディネット,兵庫県,西宮市,西宮浜４丁目１２番５−１１１０号,6620934,https://jp.audionetwork.com/,EC不明
6140001067787,株式会社赤本電気商会,兵庫県,西宮市,津門宝津町１１番２１号,6638232,https://data-link-plus.com/jp/corporation/6140001067787,EC不明
6140001068249,株式会社岡本寫眞館,兵庫県,西宮市,松風町６番３０−５０７号,6620073,http://www.okamotoshashinkan.com/shohin.html,EC不明
6140001068273,株式会社オリエンタルベーカリー阪神販売,兵庫県,西宮市,西宮浜１丁目２９番地２,6620934,https://www.orientalbakery.co.jp/,EC不明
6140001068843,三晃総合食品株式会社,兵庫県,西宮市,結善町６番５号,6620037,http://www.sanko-sougou.jp/,EC不明
6140001069107,株式会社ジャパン・フード・サービス,兵庫県,西宮市,平松町２番３２号,6620044,https://www.japanfoodservice.co.jp/,EC不明
6140001069387,竹本木材株式会社,兵庫県,西宮市,池田町２番２６号,6620911,https://data-link-plus.com/jp/corporation/8260001019923,EC不明
6140001069420,辰馬本家酒造株式会社,兵庫県,西宮市,建石町２番１０号,6620943,https://www.hakushika.co.jp/,EC不明
6140001069478,株式会社津田快生堂薬局,兵庫県,西宮市,西福町７番１号,6620844,https://www.shiseido.co.jp/sw/navi/shopdetail.html?shopCd=515B06,EC不明
6140001069726,株式会社西日本測量設計コンサルタント,兵庫県,西宮市,池開町１番３５号,6638137,https://wj-sdc.com/,EC不明
6140001069809,日本サンパワー株式会社,兵庫県,西宮市,甲子園口２丁目２５番４２号,6638113,https://sunpower.co.jp/,EC不明
6140001069841,西宮栄養食品工業株式会社,兵庫県,西宮市,田中町２番７号,6620973,https://www.tsuno.co.jp/,EC不明
6140001069940,株式会社橋本商事,兵庫県,西宮市,山口町下山口４丁目１５番１号,6511412,http://www.hashico.com/,EC不明
6140001070031,阪神酒類卸株式会社,兵庫県,西宮市,津門川町１２番６カーサイノウエビル４０１号,6638233,http://hanshinshuhan.co.jp/company/,EC不明
6140001070106,兵田印刷工芸株式会社,兵庫県,西宮市,笠屋町３番１６号,6638136,https://www.hyoda.com/,EC不明
6140001070196,冨士石油販売株式会社,兵庫県,西宮市,城山１番４０号,6620023,https://fosc.co.jp/,EC不明
6140001070403,松本株式会社,兵庫県,西宮市,上甲子園４丁目８番２７号,6638114,https://www.matsumoto-inc.co.jp/,EC不明
6140001070411,松本窯業株式会社,兵庫県,西宮市,瓦林町２７番５号,6638107,https://www.kensetumap.com/company/384896/profile.php,EC不明
6140001070568,本藤商事株式会社,兵庫県,西宮市,浜甲子園２丁目１３番２２号,6638154,https://www.kensetumap.com/company/384118/profile.php,EC不明
6140001070584,森本工藝株式会社,兵庫県,西宮市,津門川町５番８号,6638233,https://www.kansai-special.com/,EC不明
6140001070642,山平食品株式会社,兵庫県,西宮市,山口町名来７２８番地,6511411,https://korps.jp/corporations/4174687,EC不明
6140001070650,株式会社山本モータース,兵庫県,西宮市,本町５番１７号,6620914,http://www.yamamoto-motors.jp/,EC不明
6140001070808,株式会社緑花園,兵庫県,西宮市,山口町下山口３丁目１４番４６号,6511412,https://ryokukaen.co.jp/,EC不明
6140001070816,鈴花株式会社,兵庫県,西宮市,甲子園口１丁目１６番１４号,6638113,https://www.suzuhana.co.jp/,EC不明
6140001070832,株式会社六甲工芸社,兵庫県,西宮市,北六甲台２丁目２４番３号,6511413,https://www.rokko-kogeisya.co.jp/,EC不明
6140001070972,オルビスネットワーク株式会社,兵庫県,西宮市,北六甲台１丁目３０番８号,6511413,https://corp.orbis.co.jp/,EC不明
6140001071046,株式会社寺田薬局,兵庫県,西宮市,南越木岩町７番５号,6620075,http://terada-pharmacy.co.jp/,EC不明
6140001071260,株式会社日本ベスト,兵庫県,西宮市,常磐町５番８号,6620043,https://jbm-best.jp/,EC不明
6140001071582,日本グリーンファーム株式会社,兵庫県,西宮市,馬場町一丁目１３番ルネ八番館１００１号,6620915,http://www.j-greenfarm.co.jp/company/outline/index.html,EC不明
6140001071681,株式会社川岸食品,兵庫県,西宮市,甲風園１丁目３番１１号,6620832,https://www.matsuai.com/,EC不明
6140001071748,株式会社ＡＧＴジャパンソフトウェア＆サービシス,兵庫県,西宮市,小松東町３丁目２番７号,6638123,https://www.agtjapan.com/,EC不明
6140001071756,株式会社日本セールス＆マーケティング社,兵庫県,西宮市,林田町１０−７−４０２,6638014,https://sales-marker.jp/,EC不明
6140001072036,株式会社サンネット,兵庫県,西宮市,里中町１丁目６番１４号,6638183,https://www.csunnet.co.jp/,EC不明
6140001072770,日本化成株式会社,兵庫県,西宮市,今津山中町１０番２２号,6638211,http://www.nihonkasei.co.jp/,EC不明
6140001072795,株式会社丹波の里本舗,兵庫県,西宮市,名塩ガーデン１５番１号,6691143,https://tanbanosato.com/,EC不明
6140001073166,アージュ不動産販売株式会社,兵庫県,西宮市,門戸岡田町５番３２号,6620826,https://yondoshi.co.jp/business/age-corporation,EC不明
6140001073595,株式会社橋本家具,兵庫県,西宮市,上甲子園４丁目９番６６−３１４号,6638114,https://www.hashimotokagu.com/,EC不明
6140001073629,株式会社サービスネット甲子園,兵庫県,西宮市,津門住江町１２−１７,6638234,https://servicenet-nishinomiya.jp/about/,EC不明
6140001074081,株式会社フードワンサービス,兵庫県,西宮市,北六甲台４丁目９番６号,6511413,https://foodone.co.jp/,EC不明
6140001074651,株式会社マルセイフードサービス,兵庫県,西宮市,二見町３番２０号,6638111,http://maruseifoods.co.jp/index.html,EC不明
6140001086358,株式会社ネットアール,兵庫県,西宮市,津門西口町１０番５−２０２号,6638231,https://www.netreal.jp/,EC不明
6140001092389,株式会社萌花,兵庫県,西宮市,甲子園六番町１４番２５号,6638176,https://a-light.jp/talent/daidamoka,EC不明
6140001093825,株式会社日本秋桜企画,兵庫県,西宮市,荒木町９番３０号,6638025,https://www.alicejapan.co.jp/,EC不明
6140001119225,本田住設株式会社,兵庫県,西宮市,津門大箇町８番３９−３０６号,6638243,https://honda-juusetsu.com/,EC不明
6140001129629,日本管財ホールディングス株式会社,兵庫県,西宮市,六湛寺町９番１６号,6620918,https://www.nkanzaihd.co.jp/,EC不明
6140001130181,榎本工業株式会社,兵庫県,西宮市,今津大東町４番４号,6638221,https://www.enomoto-net.co.jp/,EC不明
6140001133589,エモーショナルソフトウェア株式会社,兵庫県,西宮市,東鳴尾町２丁目３番１２号,6638132,https://www.aumovio.com/en.html,EC不明
7120001093181,株式会社日本経営システム,兵庫県,西宮市,甲子園六番町７番５−１号,6638176,https://www.jmsinc.co.jp/,EC不明
7120001170699,花田通商株式会社,兵庫県,西宮市,生瀬東町２６−４アクティ８−２Ｆ,6691103,https://hanada-tsusho.com/,EC不明
7140001025174,株式会社エクストリームスポーツジャパン,兵庫県,西宮市,戸崎町４番２０号,6638121,https://www.e-xtreme.co.jp/,EC不明
7140001067984,井上酒販株式会社,兵庫県,西宮市,津門川町１２番１５号,6638233,http://sawahime.co.jp/,EC不明
7140001068223,株式会社大本商店,兵庫県,西宮市,今津野田町４番２０号,6638212,https://www.oomoto-shouten.com/,EC不明
7140001068248,株式会社岡本装美,兵庫県,西宮市,今津曙町３番４号,6638214,https://data-link-plus.com/jp/corporation/7140001068248,EC不明
7140001068347,金井自動販売株式会社,兵庫県,西宮市,高木東町２５番２３号,6638033,https://www.kanai-jh.co.jp/,EC不明
7140001068462,木谷酒造株式会社,兵庫県,西宮市,石在町１４番５号,6620928,https://www.sakenomy.jp/brewery/K01N028059/,EC不明
7140001068470,北六甲台スポーツガーデン株式会社,兵庫県,西宮市,山口町下山口４丁目１５番１号,6511412,https://www.rokkosan.com/greenia/,EC不明
7140001068611,ケンポ製薬株式会社,兵庫県,西宮市,津門西口町７番６号,6638231,https://pocarisweat.jp/,EC不明
7140001069031,新日本金属株式会社,兵庫県,西宮市,西平町１５番８号,6620093,http://snkz.co.jp/,EC不明
7140001069485,土屋食品株式会社,兵庫県,西宮市,今津水波町１０番２９号,6638215,https://tsuchiyashouten.com/,EC不明
7140001069510,天成工芸株式会社,兵庫県,西宮市,津門飯田町４番１９号,6638242,https://tenseinet.com/index.html,EC不明
7140001069816,日本電子システム株式会社,兵庫県,西宮市,芦原町４番２０号,6620842,https://www.jeol.co.jp/,EC不明
7140001069915,ハイツ山本株式会社,兵庫県,西宮市,甲風園１丁目９番４号,6620832,https://cnavi.g-search.or.jp/detail/7140001069915.html,EC不明
7140001069948,株式会社服部商店,兵庫県,西宮市,浜脇町６番２０号,6620941,https://hattori-shoten.co.jp/,EC不明
7140001069956,株式会社花組,兵庫県,西宮市,甲陽園本庄町６番５０−５８０号,6620015,https://www.hanagumi.co.jp/companyprofile,EC不明
7140001070039,株式会社阪神服装,兵庫県,西宮市,笠屋町２３番３９号,6638136,https://www.tsr-net.co.jp/news/tsr/detail/1201933_1521.html,EC不明
7140001070229,船守食品株式会社,兵庫県,西宮市,松山町１４番４号,6638101,https://cnavi.g-search.or.jp/detail/7140001070229.html,EC不明
7140001070410,株式会社松本表具店,兵庫県,西宮市,高木西町１１番４号,6638032,https://www.matsumotohyouguten.info/,EC不明
7140001070996,株式会社エフバイネット,兵庫県,西宮市,池開町３番１０−１号,6638137,https://www.fnj.co.jp/,EC不明
7140001071128,株式会社ヘルシィネット,兵庫県,西宮市,桜町１番４３−２０２号,6620071,https://www.healthynetwork.co.jp/,EC不明
7140001071838,株式会社日本電気システム,兵庫県,西宮市,弓場町７番３５号,6620964,https://www.nes-trust.co.jp/,EC不明
7140001071920,株式会社岡本建築設計室,兵庫県,西宮市,生瀬高台１５番７号,6691111,http://okamoto-adf.co.jp/,EC不明
7140001071945,株式会社日本アクシス,兵庫県,西宮市,南越木岩町５番２０号,6620075,https://www.n-axis.co.jp/,EC不明
7140001073017,ビショップ・キャピタル株式会社,兵庫県,西宮市,山口町上山口１丁目４番５号,6511421,https://bshop-inc.com/,EC不明
7140001073231,株式会社ヒロコスメティック,兵庫県,西宮市,石刎町５番１４号ヴィレッタ苦楽園１Ｆ,6620074,http://hirocosmetic.com/index.html,EC不明
7140001073537,株式会社杉本商店,兵庫県,西宮市,鳴尾町２丁目１８番８号,6638184,https://www.sugimoto.co/,EC不明
7140001073652,株式会社宝花,兵庫県,西宮市,名塩南台３丁目９番地の１,6691132,https://www.takara.co.jp/,EC不明
7140001074048,株式会社ハッピースクウェア,兵庫県,西宮市,山口町上山口３丁目７番８号,6511421,https://happy-square.jp/company/,EC不明
7140001074329,株式会社ツバキ薬粧,兵庫県,西宮市,高松町７番２６号２階,6638204,https://www.tsubaki-ys.co.jp/,EC不明
7140001074394,株式会社西日本厚栄社,兵庫県,西宮市,上甲子園５丁目１０番２３号,6638114,https://ichiran.com/,EC不明
7140001074428,株式会社フードシステムロジスティクス,兵庫県,西宮市,甲陽園目神山町１５番４８号,6620011,https://foodsystem.co.jp/company/,EC不明
7140001074782,トリニティ・フード株式会社,兵庫県,西宮市,桜谷町４番３５号,6620032,http://trinity2009.com/,EC不明
7140001086844,西宮不動産販売株式会社,兵庫県,西宮市,神園町１５番２２−１０１号,6620027,https://www.nishinomiya-f.co.jp/fudousan/,EC不明
7140001087198,アイシースクウェアパートナーズ株式会社,兵庫県,西宮市,甲陽園西山町８番２４号,6620017,https://www.icp5.co.jp/,EC不明
7140001091010,人・健康・未来研究所株式会社,兵庫県,西宮市,剣谷町１０番１３号,6620099,https://www.jnhf.or.jp/,EC不明
7140001094087,株式会社オフィス松本,兵庫県,西宮市,今津巽町７番３−７０３号,6638223,https://office-matsumoto.co.jp/company,EC不明
7140001095977,株式会社グリネット,兵庫県,西宮市,山口町香花園１０−４４,6511424,https://www.g-gnet.com/company/,EC不明
7140001096463,株式会社プラン・ネット,兵庫県,西宮市,熊野町３番４−２０８号,6638103,http://plan-n.co.jp/,EC不明
7140001098542,株式会社藤本施工,兵庫県,西宮市,久保町１３番１２号,6620927,https://fujimoto-inc.jp/,EC不明
7140001115132,福本技研株式会社,兵庫県,西宮市,久保町７番３号,6620927,https://fujitaip.wixsite.com/mysite,EC不明
7140001123580,エスター不動産販売株式会社,兵庫県,西宮市,上大市２丁目１９番４号,6638003,https://www.ester-sale.com/,EC不明
7140001127763,楽娃服飾株式会社,兵庫県,西宮市,今津大東町三丁目１３号ゴーディ甲子園２番館１０３号,6638221,https://data-link-plus.com/jp/corporation/7140001127763,EC不明
7430001058665,アクシズネットワークス株式会社,兵庫県,西宮市,甲子園五番町２−１２−Ａ３,6638175,https://axisnetworks.biz/,EC不明
8120001019334,日本硬化油工業株式会社,兵庫県,西宮市,西平町５番１９号,6620093,https://www.kensetumap.com/company/386642/profile.php,EC不明
8120001068463,西日本土地株式会社,兵庫県,西宮市,豊楽町３番２６号,6620072,https://www.nn-h.com/,EC不明
8120901027485,ティースネットワーク株式会社,兵庫県,西宮市,両度町２−２３−４０７,6620841,http://www.tsnetwork.jp/,EC不明
8140001030157,西日本ベンダー開発株式会社,兵庫県,西宮市,甲子園口北町１７−８シャンピア北町１０２,6638112,https://www.wjec.co.jp/,EC不明
8140001032715,株式会社スポーツコンディショニングラボ,兵庫県,西宮市,甲子園口３丁目２０番１−１０１号,6638113,http://www.sclabo2010.com/,EC不明
8140001067991,猪名川工芸株式会社,兵庫県,西宮市,甲東園２丁目５番２５号,6620812,https://companyinformation.jp/corp/8140001067991/,EC不明
8140001068008,今津酒造株式会社,兵庫県,西宮市,今津社前町５番２２号,6638229,https://www.nadagogo.ne.jp/brewery/,EC不明
8140001068643,株式会社甲子園花力,兵庫県,西宮市,甲子園口６丁目１８番１５号,6638113,https://www.cleri-nishinomiya.com/blank-1,EC不明
8140001068858,阪本竹材造園株式会社,兵庫県,西宮市,北昭和町１４番３号,6620833,https://www.sakamoto-chikuzaizoen.com/,EC不明
8140001069385,株式会社滝本工務店,兵庫県,西宮市,上大市４丁目２２番３−３０４号,6638003,https://takimoto-ie.jp/,EC不明
8140001069609,虎重山本食品興業株式会社,兵庫県,西宮市,戸田町５番１６号,6620916,https://data-link-plus.com/jp/corporation/8140001069609,EC不明
8140001069831,日本リプロ工業株式会社,兵庫県,西宮市,浜町９番１７号,6620942,https://ripuro0561.com/,EC不明
8140001070211,株式会社藤本工務店,兵庫県,西宮市,市庭町３番７号,6620975,https://fujimotokoumuten.jp/new-building/,EC不明
8140001070335,本多電気株式会社,兵庫県,西宮市,甲子園網引町８番１９号,6638156,http://www.honda-e.net/,EC不明
8140001070343,本野田酒造株式会社,兵庫県,西宮市,久保町４番９号,6620927,https://www.sakenomy.jp/brewery/K01N028060/,EC不明
8140001070450,吉野丸タ林業販売株式会社,兵庫県,西宮市,上甲子園５丁目５番１７号,6638114,https://www.yoshinomaruta.jp/,EC不明
8140001070649,山本電工株式会社,兵庫県,西宮市,石在町１１番１０号,6620928,https://www.ydk.jp/,EC不明
8140001070707,兵庫住宅販売株式会社,兵庫県,西宮市,与古道町２番３４号,6620917,http://hyogo-jh.co.jp/company.html,EC不明
8140001070772,和田米穀酒類販売株式会社,兵庫県,西宮市,甲子園浦風町１０番２４号,6638165,https://aratama-wada.com/,EC不明
8140001070954,株式会社日本クラフトセンター,兵庫県,西宮市,結善町２番５イトーピア夙川４０２号,6620037,http://hasegawa-model.co.jp/,EC不明
8140001071110,アートオブフード株式会社,兵庫県,西宮市,羽衣町３番３８号,6620051,https://artfood1914.com/,EC不明
8140001071754,株式会社川崎薬局,兵庫県,西宮市,高木西町１番８号,6638032,https://www.yakuju.co.jp/,EC不明
8140001071770,日本アテナ株式会社,兵庫県,西宮市,学文殿町２丁目３番２６号,6638182,https://www.nippon-antenna.co.jp/ja/index.html,EC不明
8140001071977,倉本運送株式会社,兵庫県,西宮市,西宮浜２丁目８番地,6620934,https://www.kuramoto-exp.co.jp/,EC不明
8140001072059,株式会社丹波本舗,兵庫県,西宮市,甲陽園東山町１０番１３号,6620012,https://tanbanosato.com/,EC不明
8140001072208,伊藤ハム販売株式会社,兵庫県,西宮市,高畑町４番２７号,6638202,https://www.itoham.co.jp/,EC不明
8140001072422,株式会社パン・ネットワーク,兵庫県,西宮市,久出ケ谷町６番３１号,6620077,http://pannetwork.co.jp/,EC不明
8140001072851,株式会社日本パークス,兵庫県,西宮市,甲子園砂田町２番２４号,6638162,https://n-park.co.jp/,EC不明
8140001073197,日本スウェージロックＦＳＴ株式会社,兵庫県,西宮市,鳴尾浜１丁目１番地１,6638142,https://products.swagelok.com/ja,EC不明
8140001073305,林フードサービス株式会社,兵庫県,西宮市,甲子園口２丁目６番８号,6638113,https://www.horiifood.co.jp/,EC不明
8140001114455,株式会社古本工務店,兵庫県,西宮市,浜松原町２番１７−１００７号,6620923,https://www.kensetumap.com/company/344183/,EC不明
8140001132036,株式会社メガネット,兵庫県,西宮市,小松南町１丁目３番３３号,6638124,https://sp.mega.co.jp/,EC不明
8140002059690,株式会社徳山フード,兵庫県,西宮市,北六甲台５丁目２０番５号,6511413,https://www.tokuyama.co.jp/company/,EC不明
9140001068056,株式会社梅本自動車商会,兵庫県,西宮市,室川町１５番２６号,6620863,https://www.umemotoshoukai.co.jp/,EC不明
9140001068469,北山酒造株式会社,兵庫県,西宮市,宮前町８番３号,6620947,http://bijinclub-shimabijin.co.jp/company.html,EC不明
9140001068857,阪本産業株式会社,兵庫県,西宮市,高畑町２番２−９０７号,6638202,https://www.sakamotokk.com/,EC不明
9140001069161,株式会社ストアマネジメント,兵庫県,西宮市,甲子園口６丁目１４番１６−４０１号,6638113,http://giasm.net/,EC不明
9140001069938,株式会社橋本不動産,兵庫県,西宮市,若松町５番７号,6620035,https://hashimoto-net.co.jp/,EC不明
9140001070251,株式会社プロスパー・ネットワーク,兵庫県,西宮市,剣谷町１８番１５号,6620099,https://www.prosper-net.jp/,EC不明
9140001070474,三基食品株式会社,兵庫県,西宮市,鳴尾浜３丁目１２番４号,6638142,https://www.mikiprune.co.jp/,EC不明
9140001070697,株式会社横森工芸,兵庫県,西宮市,上甲子園４丁目１３番２７−７０３号,6638114,https://www.yokomori.co.jp/,EC不明
9140001072289,日本ナーシングサービス株式会社,兵庫県,西宮市,西宮浜４丁目１５番１号,6620934,https://nihon-nursing.jp/,EC不明
9140001072710,株式会社アルファネットワーク,兵庫県,西宮市,与古道町３番１４南ビル４０１号,6620917,http://alpha-ntw.com/,EC不明
9140001072792,株式会社ジュエリーアート・フジ,兵庫県,西宮市,鳴尾町４丁目１３番２２号,6638184,https://www.buffett-code.com/company/b3lflc0gom,EC不明
9140001074673,株式会社ハッピーホーム不動産販売,兵庫県,西宮市,熊野町１番３１号１０１号,6638103,https://www.happydream.co.jp/,EC不明
9140001089119,日本商事石油株式会社,兵庫県,西宮市,甲陽園本庄町６番４１−１０６号,6620015,https://ns-nihonshoji.co.jp/,EC不明
9140001100883,株式会社朝日新聞鳴尾販売,兵庫県,西宮市,鳴尾町３丁目６番１７号,6638184,https://www.kotonear.com/asakoshien/company.html,EC不明
9140001103696,バイサプリ株式会社,兵庫県,西宮市,甲子園六番町１７番１０−６０２号,6638176,https://bysupple.jp/company/,EC不明
9140001120312,株式会社村上フードサービス,兵庫県,西宮市,松原町９番２号,6620912,https://www.miraifoodservices.co.jp/,EC不明
9140001130377,株式会社まさやフードシステム,兵庫県,西宮市,松原町９番２号,6620912,http://www.yakitori-masaya.co.jp/,EC不明
9140001132092,株式会社岸本設備,兵庫県,西宮市,山口町上山口４丁目９番８号,6511421,https://lily-ks.com/company,EC不明
1140001069796,日本機装株式会社,兵庫県,西宮市,甲風園１丁目１５番１８号,6620832,https://www.nikkiso.co.jp/,アクセス不可
1140001069805,株式会社日本総管,兵庫県,西宮市,甲風園１丁目５番１６号,6620832,https://www.so-kan.co.jp/,アクセス不可
1140001073071,株式会社西受香花店,兵庫県,西宮市,山口町中野１丁目３番３１号,6511433,https://www.houjin.info/detail/1140001073071/,アクセス不可
1140001115146,株式会社岡本工務店,兵庫県,西宮市,山口町船坂３５３番地,6511423,https://www.okamotokoumuten.net/company,アクセス不可
2140001068244,株式会社岡本工務店,兵庫県,西宮市,山口町名来２丁目１２番９号,6511411,https://www.okamotokoumuten.net/company,アクセス不可
2140001097862,株式会社瀧川薬局,兵庫県,西宮市,鳴尾町３丁目７番４号,6638184,https://kusuri-takigawa.com/,アクセス不可
3140001068994,株式会社シンコー美容室,兵庫県,西宮市,鳴尾町３丁目２番１号堀ビル２階,6638184,https://beauty.hotpepper.jp/slnH000190746/,アクセス不可
3140001069695,鳴尾ガス器具販売株式会社,兵庫県,西宮市,鳴尾町３丁目３番８号,6638184,https://kaisharesearch.com/company/detail/3140001069695/,アクセス不可
3140001069794,日本環境株式会社,兵庫県,西宮市,霞町５番１６号,6620052,https://www.nihon-kannkyo.co.jp/,アクセス不可
4140001070644,株式会社山本,兵庫県,西宮市,馬場町３番１６号,6620915,https://www.yamamoto-noriten.co.jp/,アクセス不可
4140001072681,ブーツ・ネット株式会社,兵庫県,西宮市,下大市東町２８番２４号,6638004,https://www.abc-mart.net/shop/,アクセス不可
5120001131604,株式会社ＴＤネットワークカンパニー,兵庫県,西宮市,門戸荘１７番１２−３１７号,6620825,https://www.houjin.info/detail/5120001131604/,アクセス不可
5140001074719,新日本不動産株式会社,兵庫県,西宮市,津門宝津町１１番１９号１階,6638232,http://www.shinnihongroup.co.jp/business/fudousan/shinnihon-fudousan,アクセス不可
5140001077647,株式会社セセラ不動産販売,兵庫県,西宮市,平木町８番２２号,6620835,https://cecela-est.com/,アクセス不可
5140001097604,株式会社山本ビル運営,兵庫県,西宮市,津門綾羽町８番２８号,6638244,http://www.yamamotobuild.co.jp/,アクセス不可
5140001126189,Ｄ‐ＰＯＷＥＲ木之本株式会社,兵庫県,西宮市,若松町４番１７号,6620035,https://jglobal.jst.go.jp/detail?JGLOBAL_ID=202205009544277521,アクセス不可
5140001132996,西宮薬師エステート株式会社,兵庫県,西宮市,高木東町１８番１０号,6638033,https://www.houjin.info/detail/5140001132996/,アクセス不可
6140001069817,日本ドレイクタウン株式会社,兵庫県,西宮市,仁川百合野町１０番４９号,6620815,https://www.dogtownskateboards.co.jp/ja,アクセス不可
6140001069957,株式会社パナショップ学園前店,兵庫県,西宮市,甲陽園目神山町３１番５９号,6620011,https://www.houjin.info/detail/6140001069957/,アクセス不可
6140001093692,株式会社リーフォーム坂本和建,兵庫県,西宮市,今津山中町９番７号,6638211,https://www.houjin.info/detail/6140001093692/,アクセス不可
6140001113772,株式会社アピアランスサロン,兵庫県,西宮市,六湛寺町１３番９号兵庫県立西宮病院,6620918,https://appearance-salon.com/,アクセス不可
7140001098006,株式会社山本ビル企画,兵庫県,西宮市,津門綾羽町８番２８号,6638244,https://www.yamamotobuild.co.jp/company/overview/,アクセス不可
7140001111635,株式会社中央薬局,兵庫県,西宮市,甲子園八番町６番５号,6638178,https://chuo-yakkyoku.com/,アクセス不可
8120001170442,株式会社ニシヤマフードサービス,兵庫県,西宮市,津門川町５番地１３,6638233,https://kaisharesearch.com/company/detail/8120001170442/,アクセス不可
1140001070523,武庫食品株式会社,兵庫県,西宮市,今津社前町２番１６号,6638229,,URL不明
1140001070564,メナード神戸東統轄販売株式会社,兵庫県,西宮市,鳴尾町３丁目６番２号,6638184,,URL不明
1140001072172,本田産業株式会社,兵庫県,西宮市,相生町８番７号,6620063,,URL不明
1140001072288,アカネットワーク株式会社,兵庫県,西宮市,甲子園九番町１１番２３−１１２２号,6638179,,URL不明
1140001073055,株式会社よし兆本店,兵庫県,西宮市,松原町５番２４号,6620912,,URL不明
1140001073369,株式会社プラネット,兵庫県,西宮市,泉町１番２−９０３号,6620932,,URL不明
1140001074540,不動産ドットコム販売株式会社,兵庫県,西宮市,石刎町５番２号,6620074,,URL不明
1140001108604,日本商事株式会社,兵庫県,西宮市,浜甲子園３丁目７番３号,6638154,,URL不明
1140001115633,神戸製薬株式会社,兵庫県,西宮市,天道町６番４号,6638104,,URL不明
1140001124915,株式会社ケンデザイン住宅販売,兵庫県,西宮市,中須佐町９番１２号,6620851,,URL不明
1140001129872,日本総合鑑定株式会社,兵庫県,西宮市,仁川百合野町７番３８号,6620815,,URL不明
1140001136530,西宮酒類販売株式会社,兵庫県,西宮市,津門西口町７番２０号,6638231,,URL不明
1140002055614,株式会社池田マコト酒店,兵庫県,西宮市,芦原町４番１号,6620842,,URL不明
1190001006968,フルノ関西販売株式会社,兵庫県,西宮市,芦原町９番５２号,6620842,,URL不明
1470001006337,株式会社ウエストフードプロダクション,兵庫県,西宮市,津門川町５番地１３,6638233,,URL不明
2120001145433,株式会社アコレヤネット,兵庫県,西宮市,本町５番２８号,6620914,,URL不明
2120901018399,株式会社ネットアディクト,兵庫県,西宮市,花の峯１０番１０号,6691121,,URL不明
2140001068335,株式会社カツウラ化粧品,兵庫県,西宮市,西宮浜１丁目６番,6620934,,URL不明
2140001069804,株式会社日本ジーアンドジー,兵庫県,西宮市,城ケ堀町３番１７号,6620856,,URL不明
2140001069829,株式会社日本リスクマネージメント,兵庫県,西宮市,上甲子園３丁目５番３０号,6638114,,URL不明
2140001069928,羽衣不動産販売株式会社,兵庫県,西宮市,羽衣町７番２１号,6620051,,URL不明
2140001069936,株式会社橋本組,兵庫県,西宮市,甲子園網引町８番１９号,6638156,,URL不明
2140001070274,平和電子兵庫販売株式会社,兵庫県,西宮市,一ケ谷町６番２号,6620873,,URL不明
2140001070431,マルカ食品株式会社,兵庫県,西宮市,甲子園七番町２２番２５号,6638177,,URL不明
2140001070720,株式会社ヨネダ美容室,兵庫県,西宮市,戸田町３番２８号,6620916,,URL不明
2140001071347,株式会社セントラルネットサービス,兵庫県,西宮市,里中町１丁目１番１号,6638183,,URL不明
2140001071710,西宮住宅販売株式会社,兵庫県,西宮市,北口町１９番６号コモド北口１Ｆ,6638035,,URL不明
8140001072876,株式会社珍味食品,兵庫県,西宮市,里中町３丁目１番２５号弥生ハイツ１０７号,6638183,,URL不明
8140001074682,株式会社エモーションプラネット,兵庫県,西宮市,一ケ谷町１番５４−２０４号,6620873,,URL不明
